Phone_Name,Date,Rating_Out_of_5,Review_Title,Review_Text
Samsung Galaxy S7 G930F,"November 8, 2016",1.0,"Don't buy, it comes with huge problems.","Are you F***** serious right now? I paid 540$ for a brand new phone and it comes with the seal broken and also the F***** box damaged. Who the hell is in charge of this, did a terrible job. You should not be selling things on Amazon. I don't even know what the hell is happening with my phone now, if they took the liberty to open it before hand."
Samsung Galaxy S7 G930F,"May 5, 2016",5.0,excelent but...,"Great device, really solid construction, perfect performing even with touchwiz. The redudant apps are annoying, why would you ever need two music players, two mail ecosystem, two foto galleries, Samsung should learn from other manufacturers about that, let the user decide...Lack of removable battery is an issue, I'll like to see if I ever need to change my battery how difficult is it with the IP protection,so sealed package must be difficult to open...The return of the micro sd slot is a great goal and the camera is exclent and really quick,I mean REALLY."
Samsung Galaxy S7 G930F,"May 3, 2017",1.0,Worst Experience,"If you ever have a issue with this phone and contact support, they cant help you cause its a international phone. Been dealing with them for 2 weeks. Say away from this phone and get your self a phone locally. Dont buy cheaper, you will have issues in the long run."
Samsung Galaxy S7 G930F,"September 8, 2016",1.0,BE AWARE! IT DOESN'T WORK WITH SAMSUNG PAY AND...,"BE AWARE! IT DOESN'T WORK WITH SAMSUNG PAY and the calendar on the ""Always On Display"" feature starts on Monday and you can't change it to Sunday."
Samsung Galaxy S7 G930F,"January 29, 2018",5.0,Works in the US on  AT &T.,I bought the galaxy s7 international version.  I wanted a gsm phone that was both carrier and region unlocked.  That is exactly what I received.  I was a little hesitant upon seeing the phone was from Saudi Arabia.  I used the phone for a month as a trial run to verify that the phone was truly unlocked.  I have had no problems with the phone at all.  I use the phone on AT &T.  I have download speeds up to 8MB/ sec.Overall a great phone.
Samsung Galaxy S7 G930F,"September 25, 2017",2.0,"This phone was purchased in January this year, and ...","This phone was purchased in January this year, and now it's not even a year and phone discharges in a very short time. I don't even play games on my phone."
Samsung Galaxy S7 G930F,"April 10, 2017",5.0,very good and spanish menu,"non problem, very good and spanish menu!"
Samsung Galaxy S7 G930F,"December 14, 2016",1.0,Phone stopped working in less than 30 days......pissed i need a phone or my money back,"I purchased this phone from an amazon seller named gotham cell on november 11th,2016 on december 13th 2016 i was making a fone call after my call ended the phone went blank and have not come back on since."
Samsung Galaxy S7 G930F,"July 19, 2017",5.0,Excelent,"Despite the fact that mine came from United Arab Emirates and with a strappy charger, the package arrived in perfect condition, totally unlocked and I already have 2 weeks using it with two SIM cards and 2 operators, without any problem. Excellent buy."
Samsung Galaxy S7 G930F,"September 29, 2016",5.0,"So far so good, I bought my phone used and it looked ...","So far so good, I bought my phone used and it looked brand new. I still haven't received my nano sims card, as my old phone's Sim was too large to fit. Hopefully my carrier will be compatible with this phone. This phone is beyond beautiful and efficient. 100% love it, praying nothing goes wrong with it later on"
Samsung Galaxy S7 G930F,"August 14, 2017",3.0,Three Stars,Battery life wasn't as good as expected
Samsung Galaxy S7 G930F,"April 22, 2017",5.0,Five Stars,Awesome phone
Samsung Galaxy S7 G930F,"May 17, 2017",1.0,One Star,The cell have a white line in the screen
Samsung Galaxy S7 G930F,"June 2, 2017",5.0,Really like this phone!,So far I love my new phone. I had a S3 and it quit charging so I got this S7. There are some differences and I still learning what it's capabilities are.👍
Samsung Galaxy S7 G930F,"August 6, 2017",5.0,Five Stars,works well. I have no issues with the shipping or the phone itself
Samsung Galaxy S7 G930F,"March 15, 2017",5.0,Five Stars,"This was for my daughter, it's everything she expected"
Samsung Galaxy S7 G930F,"March 13, 2018",4.0,Four Stars,"I love the Galaxy phones :) Nice camera, good processor, seems durable."
Samsung Galaxy S7 G930F,"July 2, 2016",4.0,"Excellent phone, works with AT&T no problem","Excellent phone, much needed upgrade from S3. No problems at all registering with AT&T and their nano SIM works without problems. Highly recommended rather than buying fixed-carrier version.Slight issue with power button, seems to sit at a downward angle but can push to rotate it back to straight up-and-down - not sure if that's the design or a wobbly connection on my phone. Bought a case at the same time which covers the button anyway, so doesn't actually matter in practice."
Samsung Galaxy S7 G930F,"March 31, 2018",2.0,Sadly this one only lasted 10 months. Started getting ...,Sadly this one only lasted 10 months.  Started getting hot and shot off. That was the end of it.  Soo sad
Samsung Galaxy S7 G930F,"February 11, 2017",1.0,Faulty screen.,The screen shows a line from top to bottom to the left. There was a res spot somewhere to the left of the screen to begin with and now has turnes into a line. The phone otherwise functions normally.
Samsung Galaxy S7 G930F,"November 12, 2017",5.0,Great product on Amazon,Amazon sells great phones and this one has been perfect!
Samsung Galaxy S7 G930F,"June 30, 2016",5.0,Fantastic Phone. No problem getting activated at AT&T,"Fantastic Phone.  No problem getting activated at AT&T.  Battery life is better than American version, and has been updated on schedule.  Love It"
Samsung Galaxy S7 G930F,"May 15, 2017",5.0,Great phone!,$60 cheaper than straight talks on sale item. Applied savings to 200 gb chip which Amazon price can't be beat. I use to think mirroring was the iphone exclusive option. Galazy 7 works great with Amazon Fire stick for mirroring!
Samsung Galaxy S7 G930F,"June 17, 2017",5.0,Five Stars,Fantastic my son is very happy with the phone
Samsung Galaxy S7 G930F,"March 22, 2017",5.0,So far it's been great. Has a nice camera as well,"Awsome cellphone. So far it's been great. Has a nice camera as well, even in lower light situation. Love it!"
Samsung Galaxy S7 G930F,"June 11, 2017",1.0,Phone doesn't work properly. Just the speaker function seems ...,Phone doesn't work properly. Just the speaker function seems to work+ various issues w/it. Last time I get a phone online.
Samsung Galaxy S7 G930F,"December 28, 2017",4.0,She liked it very much,"I bought the Samsung Galaxy S7 for my wife. She liked it very much, but she just had to get used to it since she had iphone before that."
Samsung Galaxy S7 G930F,"August 22, 2017",5.0,Best phone I have owned.,"From all the phones I have owned since 2007, this is the best one. Not even planning to upgrade to the Galaxy S8, this is just enough for me."
Samsung Galaxy S7 G930F,"June 1, 2016",5.0,Five Stars,"good phone, works well with AT&T gophone card. Happy of this purchase and would do it again"
Samsung Galaxy S7 G930F,"April 26, 2017",5.0,Five Stars,Very good product !!
Samsung Galaxy S7 G930F,"July 9, 2017",1.0,Waste of money,"Gift for my mother. 91 days and it is dead. Won't turn on. Says it is charged, then says it's dead."
Samsung Galaxy S7 G930F,"June 20, 2016",5.0,Nice,"Lovely phone and nice color, please note this one this not have the radio app"
Samsung Galaxy S7 G930F,"June 9, 2016",5.0,great esthetics and Samsung always delivers,"I am a Samsung fanboy. I wanted a phone that did it all....style, performance, great esthetics and Samsung always delivers."
Samsung Galaxy S7 G930F,"January 19, 2017",4.0,Unfortunately I received a locked device instead of unlocked as ...,Unfortunately I received a locked device instead of unlocked as I had ordered. In the end I took it to a lab that onen the device.I called the supplier and described the problem
Samsung Galaxy S7 G930F,"April 26, 2017",5.0,Five Stars,excellent
Samsung Galaxy S7 G930F,"June 6, 2017",5.0,Five Stars,Excellent product quality
Samsung Galaxy S7 G930F,"March 30, 2018",5.0,brand new and original,great phone everything was brand new  came in original packaging
Samsung Galaxy S7 G930F,"June 1, 2017",5.0,Besides this small inconvenience it's a great device. Brasilians remember that the charger plug is ...,As it's produced in some Arab places I can't exclude ramadan from i'ts planner. Besides this small inconvenience it's a great device. Brasilians remember that the charger plug is not the same standard from Brazil.
Samsung Galaxy S7 G930F,"February 1, 2018",5.0,Five Stars,Fits perfect excellent job.
Samsung Galaxy S7 G930F,"September 4, 2017",5.0,Great phone. I have had it about a 8 ...,Great phone. I have had it about a 8 months now. Works great and takes a beating when I'm at work. Still a fast phone to work with. Haven't even begun to use up the internal memory let alone the external that I added in.
Samsung Galaxy S7 G930F,"November 12, 2016",1.0,Stopped working after only 3 months,Purchased this product at the end of July and it no longer worked by the beginning of Nov.  Do not buy this product.  I have had a similar problem as stated in many of the reviews.
Samsung Galaxy S7 G930F,"July 11, 2016",5.0,Love this phone,Love this gold color...the phone works really good with metropcs
Samsung Galaxy S7 G930F,"June 17, 2017",5.0,awesome,My aunt loves work great and love 32gb space internal. Amazon awesome different and shapes
Samsung Galaxy S7 G930F,"December 15, 2016",1.0,DO NOT PURCHASE.,"Broke down after 4 months use. Keeps rebooting and is unusable. Safe boot, factory reset, stock firmware installation with odin, you name it, I did it. Didn't work."
Samsung Galaxy S7 G930F,"January 12, 2017",5.0,I love the poduct but we had some trouble with the ...,I love the poduct but we had some trouble with the delivery. I would have expected Amazon to behave differently but oh well....Phone works great.
Samsung Galaxy S7 G930F,"August 25, 2017",5.0,Great,Im using this phone now for a month and I have had no issues so far. I will be back in another few months to review my review
Samsung Galaxy S7 G930F,"April 12, 2016",5.0,Works Great on AT&T,"I love this phone, great battery life and FAST. Works great on AT&T"
Samsung Galaxy S7 G930F,"December 19, 2016",1.0,Don't buy it - since you can not get any support from Samsung when there is an issue,"I bought this phone from Amazon (sold by Amazon) on April. Initially the phone worked fine for a couple months, then it started to frozen while I was using it. I tried to reboot the phone, then it just hangs at the boot-up. I called the Samsung support, and they won't help you since it's an international version. I tried to see if I can get some help from Amazon and no luck.It really sucks when there is problem.Don't buy it."
Samsung Galaxy S7 G930F,"August 26, 2017",5.0,Beauty and Tech,Works as great as it looks.  A great bargain
Samsung Galaxy S7 G930F,"June 27, 2017",5.0,Five Stars,Absolutely love this phone came on time and works perfect!
Samsung Galaxy S7 G930F,"April 17, 2017",5.0,Samsung Galaxy S7,Love the phone
Samsung Galaxy S7 G930F,"August 7, 2017",5.0,Five Stars,works perfect until now (3 months)
Samsung Galaxy S7 G930F,"December 14, 2017",4.0,Four Stars,This was a gift for someone.
Samsung Galaxy S7 G930F,"May 22, 2017",1.0,One Star,The phone in the box was not a Galaxy S7 but a Galaxy S5. Avoid this buyer!
Samsung Galaxy S7 G930F,"November 21, 2016",1.0,RESTARTS ON ITS OWN...CONTINUOUSLY UNTIL THE BATTERY DIES.,"After six months of careful usage and no drops or scratches on this phone, I agreed to a Security Update in October of this year. BAD IDEA. As soon as this happened, my phone began to restart. CONTINUOUSLY. OVER NIGHT. I went online to research and most users of the S7 suggest to do a factory reset. I emailed amazon.com and they directed me to a Samsung Customer Service website. I inquired about the damage and they gave me a step by step run through a factory reset. I made sure the battery was full. It was restarting so often that I could not even back up any of my data. I LOST EVERYTHING. I did the reset and it was okay for a few minutes. Just enough time to let me sign into my google account and proceed. It kept restarting. Overnight. I decided to do it one last time so I charged it. Glad I checked back on it after an hour because the device was HOT. I could not even hold it long enough to unplug the charger from the wall. I am just out of luck with this phone. I don't even know what to do or how to get it replaced. I understand the no warranty but what happens to customers like me who took damn good care of their expensive phone and only after a security patch update that the phone started to act up and never returning?!Has anyone had this issue? How was it resolved?"
Samsung Galaxy S7 G930F,"March 30, 2017",5.0,Five Stars,It was perfect and what i expected and more
Samsung Galaxy S7 G930F,"January 15, 2017",2.0,i did not like it,i am from Libya and I have bought this product but didn't come seald in the box and it was not the Samsung original box then i found that the original headset is replaced..
Samsung Galaxy S7 G930F,"May 14, 2016",4.0,Good product! with great design and capacity,"Good product! with great design and capacity.Packing seal was open, which was a concern.Battery yet to see how it works long term.Initial battery performance not so great."
Samsung Galaxy S7 G930F,"June 13, 2017",5.0,Would buy again,Awesome deal on the phone. No complaints. Works like a charm.
Samsung Galaxy S7 G930F,"November 24, 2016",5.0,A great phone at a very good price,"Slick phone, sits properly in the pocket. Working perfectly well in Israel, including software updates when available.Battery lasts for around 2 days during normal operation.Arrived properly in the official package. The only downside is that the charger came with a US plug despite the order of ""EU/LATAM"" model."
Samsung Galaxy S7 G930F,"June 13, 2017",5.0,Five Stars,"Excellent, no complaints"
Samsung Galaxy S7 G930F,"July 1, 2016",5.0,Five Stars,Best phone I've ever had. I am not brave enough to test if it is waterproof.
Samsung Galaxy S7 G930F,"October 23, 2017",5.0,Five Stars,Perfect condition. Love it!
Samsung Galaxy S7 G930F,"June 7, 2016",5.0,Good phone,"Phone was smaller than I expected, I thought it was the same size as the S7 edge. But overall a good phone."
Samsung Galaxy S7 G930F,"December 1, 2017",1.0,I had a really bad experience whit this phone and now in Argentina nobody ...,I had a really bad experience whit this phoneand now in Argentina nobody can fix it. shame on samsung
Samsung Galaxy S7 G930F,"September 14, 2016",5.0,Five Stars,Great phone all around. Love the camera. I connected it to metropcs and it works perfectly
Samsung Galaxy S7 G930F,"December 13, 2016",5.0,AWESOME PHONE,I'm still learning the difference between this and the 5s. I love the camera! Great phone
Samsung Galaxy S7 G930F,"June 21, 2017",5.0,Both phones worked great. Unlocked used in philippines S,"Both phones worked great.Unlocked  used in philippines S. korea, japan, thailand, usa."
Samsung Galaxy S7 G930F,"June 1, 2017",5.0,So far so good!!,"Everything working great after a month of use, and I could update to android 7.0 immediately."
Samsung Galaxy S7 G930F,"April 30, 2016",5.0,Five Stars,Like it a lot. Item arrived in a timely manner.
Samsung Galaxy S7 G930F,"February 26, 2017",5.0,Five Stars,Very good mobile
Samsung Galaxy S7 G930F,"August 28, 2016",1.0,Product opened,"The phone is ok but the black box was opened before, it was damaged and I saw fingerprints on the phone."
Samsung Galaxy S7 G930F,"June 22, 2017",5.0,Five Stars,Love my phone!
Samsung Galaxy S7 G930F,"June 12, 2017",1.0,Not so International,I received a AT&T preset device. It has several local US features. I am having a lot of problems to use it in Buenos Aires.
Samsung Galaxy S7 G930F,"March 30, 2016",5.0,Five Stars,Excellent. I've received it on time. I apreciate.
Samsung Galaxy S7 G930F,"December 15, 2017",5.0,Five Stars,Love this phone.  Works perfectly.  Was unlocked as advertised.
Samsung Galaxy S7 G930F,"July 25, 2016",4.0,S7,"So far so good, delivery was prompt...I havent had any issues as yet. #FingersCrossed"
Samsung Galaxy S7 G930F,"May 31, 2017",5.0,Five Stars,The phone is fabulous. It is more than what I expected!
Samsung Galaxy S7 G930F,"August 18, 2016",5.0,Five Stars,"A great product with high quality, it was delivered early than expected. I will highly recommend it."
Samsung Galaxy S7 G930F,"February 12, 2018",1.0,The phone is giving me problem. Its use to ...,The phone is giving me problem. Its use to stuck and off automatically after every two to three days. Plz give me any contact number where i can report the issue so that the problem should be solved as soon as possible.
Samsung Galaxy S7 G930F,"May 16, 2016",4.0,The only bad think about it that I can say is the ...,"I`m liking it too much. The only bad think about it that I can say is the size, still too large for me. I was used to my Galaxy 4 mini, but I`m sure I will get used to my new phone too."
Samsung Galaxy S7 G930F,"August 22, 2017",1.0,The phone gets really hot and battery lasted less than ...,The phone  gets really hot and battery lasted less than 4 hours when that was happend.
Samsung Galaxy S7 G930F,"April 21, 2017",5.0,antn,returned item
Samsung Galaxy S7 G930F,"March 2, 2018",5.0,I bought this for my husband and he likes it ...,I bought this for my husband and he likes it. Very handy that it was not locked by one of the cell phone carriers.
Samsung Galaxy S7 G930F,"October 8, 2017",5.0,I am in love with this phone it's just that it doesn't supported/work ...,I am in love with this phone it's just that it doesn't supported/work with Verizon.I though it would since it's an Unlocked phone.I feel bad sending it back bec. I really loved it.I recieved it a Brand New and it came a  brand new.
Samsung Galaxy S7 G930F,"May 16, 2016",4.0,Samsung s7,"This is a perfect phone apart from two things the fact the battery is 3000Mah does not at all change the fact the battery life for real users is still not that great! Secondly, the front camera is so wack if you are an iphone user and you like pictures do not change"
Samsung Galaxy S7 G930F,"December 14, 2016",5.0,Great phone at a good price,"Outstanding phone at a great price. It came in a sealed box with an international charger plug, but with a US adapter. Instruction manual in English and one other language, It was easy to transfer data and apps from my Galaxy S4. Since it's SIM card is a nano-card and my S4 SIM card was a micro-card, I had to go to my service provider's local store to make the change. This was also easy. The battery life on the S7 is exceptional. Usually more than 40% left after full day of use following an overnight charge. Samsung wised up and has returned to allowing external SD cards up to 200GB."
Samsung Galaxy S7 G930F,"July 21, 2017",1.0,S7 CHARGING PROBLEM,I had constant problems with charging due to humidity error and the s7 wont charge. I had try to fix it but still the same!
Samsung Galaxy S7 G930F,"August 17, 2016",5.0,Five Stars,I love love my new phone!  Exactly as described.  Sleek and working great@
Samsung Galaxy S7 G930F,"November 13, 2017",3.0,Three Stars,ok
Samsung Galaxy S7 G930F,"May 13, 2017",4.0,Four Stars,ok
Samsung Galaxy S7 G930F,"October 7, 2017",1.0,Software change,I'm unable to use it because it has the American software so I have to change the software first.
Samsung Galaxy S7 G930F,"May 12, 2017",4.0,Good,Good
Samsung Galaxy S7 G930F,"April 25, 2016",5.0,Fast and Premium,Phone is beautiful and fast. Such an improvement over the previous cheap looking models with removable back cover and plastic vody - this Samsung finally looks premium! A solid 5 stars. Price is great as well!! - no stup#d New York bs tax that would make the phone cost 800$
Samsung Galaxy S7 G930F,"August 16, 2016",4.0,Great phone. Contact managememnt software could be better.,"Everything worked as expected. The device is very nice, great screen, good camera system. I am still discovering some features. I have some frustration with the contacts management application. It is not as straightforward as it could be, and makes management of varios e mail accounts more complex. Other than that I am very satisfied so far."
Samsung Galaxy S7 G930F,"October 6, 2016",5.0,Just as I Expected!,Phone arrived quickly and has met all of my expectations. Came in great condition and was able to setup hassle free and easily. Very satisfied.
Samsung Galaxy S7 G930F,"August 29, 2017",1.0,"Got an opened phone box, small crack on phone ...","Got an opened phone box, small crack on phone, hair in box, obviously used phone not in new condition!"
Samsung Galaxy S7 G930F,"February 28, 2018",3.0,Three Stars,"Was not fully unlocked or something internally did not work, had to return"
