"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Jul-17,1,Buyer Beware!! Don't buy from KLAMP Electronics,"I've had this product for a little over six months  it overheat, kills the battery and shuts off. On two occasions it shut off for over 6 hours even after charging it for over 2 hours. KLAMP Electronics refused to work with me to fix the product or refund or replace their product. Buyer Beware!!!!!"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Apr-17,1,Not happy with this purchase at all,"You mines well spend the extra money and get a brand new phone. I was so excited for mine, just to get it and it constantly die on me, almost every 5 minutes. it will go from 50% to 1% in a matter of seconds, and then if you don't catch it in time, it will die. Not happy with this purchase at all. You'd think since its refurbished, they would fix this damn problem too. Returning it and will give it one last shot before I just get my money back, get a new phone, and never use this company again. THEY SUCK."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",17-Jan-17,1,Rip OFF. I am so disappointed!!,"So I have to revisit because I think that this purchase was tantamount to a RIP OFF. I previously reviewed that phone worked well and that's because I hardly used. I had it as a back up just in case my galaxy edge powers down. Recently my galaxy broke and I tried to use this iphone and I can barely swipe the screen to unlock.  The phone has never fallen and it's still in the state in which I purchased it. If I were to do it again, I would never buy a refurbished phone. I'm just soooooooooooooooooooo mad.Works beautifully. Few scratches here and there and dirt in side groove when received but overall very good.d."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Jun-17,5,Five Stars,Exactly as described Fast shipping
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",10-Oct-16,5,Five Stars,iPhone 6 looked and worked like new no problems or complaints here
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",12-Dec-17,1,Be wary!,"The volume did not work and it could only be used on speakerphone. It was still very hard to hear from speakerphone, everything sounded muffled. I had to return the phone 3 weeks later as I had to wait on a new phone I had to pay for before I received a refund."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",29-May-17,5,Great investment!,"It was an awesome decision to buy it because it worked like it was suppose to. All I had to do was bring it to a network store (Sprint, Verizon, Samsung, etc.) and they opened it and now I have data on it. It works like it's suppose to! Thank you!"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",24-May-17,1,Glitchy phone buyers beware,"Refurbished phone came with non-apple charger that stopped working in less than 1 week. Phone is glitchy - will go from 40% battery lift to 1%, then die, and when I charge will immediately jump up from 1% to 20%.Tried to get repaired at Apple store and was told because there were fraudulent NON APPLE parts they couldnt help me."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",15-Jan-18,5,"Brand new condition, super fast delivery, wonderful product","This phone is wonderful. I was a little nervous due to a few negative reviews but it came in perfect, brand new condition and has had no issues at all. Took to Cricket and had no issues with swapping it for my current phone. The charger it came with was sort of crappy but no big deal for the price, I just bought a new one from AmazonGreat phone, would recommend highlyVERY fast delivery. Came on a day and a half.....two days before Christmas even"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",9-Jun-17,1,I continue to have problems with this phone. Quite ...,"I continue to have problems with this phone. Quite honestly I wish I would have spent another $300 and bought a brand new one. While this is a lesson learned this is also a phone I use as a business phone (big mistake). On several occasions the screen goes completely black and will not turn on, I have to reset it to get it going, meaning I could be missing business calls. On other occasions I might get a phone call and it will not allow me to get the call if the phone was blocked."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",7-Apr-17,1,Not worth the money!,I bought this phone and it looked to be in great condition. Everything worked great except when I make calls there is a horrible buzzing noise and the person on the other end cannot hear me. It only goes away if I use speaker phone. I called the seller because I have a 90 day warranty. Which means they will give me a refund once I return the phone. They will not replace it! Not happy.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",19-Jun-17,1,Boot loop,"Pretty sad mom here. Saved for 3 months to get this for my son and it doesnt work. Its in a ""boot loop"". It turns off and on every 5 seconds. I tried everything tech support offered even a factory reset. It worked for about 3 hours on day one...in between the rebooting stuff...and now i have to send it back, wait for a refund, buy another one and pay another $20 activation fee to my carrier. Huge heartache, most expensive phone Ive ever purchased and it's been a nightmare."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",6-Jul-17,5,Great Deal on an iPhone!,"Bought this as a gift for my wife's sister, who lives overseas. Product was like new and ready to go. Just needed a SIM card and it was in business."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",24-Jun-17,1,What a waste of money,I wish I could give zero star to this product. The hardware was faulty and stopped working in few months time. What a waste of money.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",26-Jul-17,3,Extremely disappointed - Had to go out and buy a new ...,Extremely disappointed - Had to go out and buy a new battery as it would not keep a charge.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",18-Jul-17,1,DISGUSTED!,I am unbelievably disgusted and flat out amazed this would happen from an Amazon product! I took this phone to the Apple Store because the shutter button for the camera wouldn't go silent when the volume was lowered or the mute was put on! I spent over an hour in the store just for them to tell me that there is nothing they can do because the phone came from China and this is what they do there! WTH I payed a lot of money for this phone and everything SHOULD work on it! JUST FLAT OUT PI****!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",3-Sep-17,1,Fraudulent,I bought this phone and its not unlock. it's currently in Venezuela and has the iCloud as joonkim99@msn.com. I need to have the password or the money refunded
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",25-Nov-17,3,Bought for my son and he loved. Only problem he is having is the battery ...,Bought for my son and he loved. Only problem he is having is the battery doesn't hold charge for too...... Would love if a replacement battery can be sent.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",29-Aug-17,1,Refurbished by who?,"Phone looked nice upon arrival, but soon after it became clear it has water damage, it freezes and looses touch sensitivity more and more often. So much for refurbished."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",23-Jun-17,5,Five Stars,I was extremely pleased with the phone. The look and the upkeep.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",29-Sep-16,1,In accurate presentation of Product feature and its product.,"Product sold by Amazon verified seller on amazon website, as Certified Refurbished was not true. After starting to use this phone we had started to face issues. When phone is on charge and says its 100% charged and we took it off from Charge after an hour it says battery low, and when we put it back on charge it says 70% charged. We took this ""Certified Refurbished"" phone to apple care and they stated this phone is missing key components, some body has removed those and they are not responsible for this defect. They also mentioned that Amazon is not certified seller for any of apple products. My hard earned income spent on this purchase of $500 was pure waste."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",19-Aug-17,4,Awesomely Refurbished!,"So far, so good! The phone works fantastically and honestly, besides a small dent on the corner, you can't even tell that it's refurbished. Everything works great on it from Bluetooth, to the sound, to the headphone jack. The phone came with a charger and not an iPhone box, but I really didn't care. This phone makes a great replacement at a really good price. 10/10 would buy again."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",31-Aug-17,2,Big part (battery?) inside rattles. Poorly put together.,There is a large part inside of this device (I presume the battery) that is not secured and rattles around when I move the phone. Otherwise functional. This device has obviously not been refurbished properly and I have no idea how this is certified / who inspected it..
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",8-Jun-17,1,Don't buy,"Product only lasted 5 months. It freezes and cannot be used. When I contacted Apple, I was told the previous should be aware that the phone was developing hardware problem. It was a waste of money. When I requested to return, I was told it has passed the time I could return. It has been on my shelf for over 6 months with no use."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",7-Dec-17,1,One Star,DEFECTIVE
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",26-May-17,5,Perfect,The phone was unlocked as said and works perfectly
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",24-Nov-17,1,Stopped charging,Worked for 6 months and now it does not charge anymore and they cannot fix it at the apple store because it is refurbished. Poor quality. Beware!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",5-Nov-17,5,Works for me,"After reading both positive and negative reviews, I chose to make this purchase.  It has worked perfectly and I have had no known issues and none of the problems that some of the other reviews address.  I am happy with my purchase and have no regrets."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",2-Aug-17,5,Five Stars,Perfect!!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",12-Sep-17,5,Five Stars,Haven't had any issues with this since I purchased it.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",2-Nov-17,3,Purchase at your own risk,"The phone is in great condition and works well. The only issue is that when it was refurbished, they must have not changed a faulty proximity cable in the front facing camera. Because of this, Siri and dictation and front facing videos (FaceTime) does not work. Very disappointing."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",20-Jul-17,5,and is easy to set up,"Apple iPhone works perfectly.  It is a 16 gb phone, and is unlocked, meaning it can be used on any service.  It is a gold iPhone six, and is easy to set up."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",12-Apr-17,1,NOTHING the phone didn't even come on I was EXTREMELY DISAPPOINTED I END UP FINDING ANOTHER SELLER SAME EXACT PHONE ...,Got the phone let it charger so I thought over night and .......NOTHING the phone didn't even come on I was EXTREMELY DISAPPOINTED  I END UP FINDING ANOTHER SELLER SAME EXACT PHONE FOR LESS AND IT WORKS!!!!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",16-Apr-17,5,Great,Got mine yesterday and it's been working perfectly. So glad I thought of going on Amazon instead of buying brand new. I had an issue doing my Apple ID at first but once I signed up through the App Store it let me through. I'm actually posting this from my iPhone 6 (white/gold) and it's lovely. I broke my other one in two so I'm definitely putting a case on this one. I was nervous due to other reviews but this worked out great.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Dec-17,1,I strongly recommend not purchasing,"When received the screen had a massive blue line down the middle, and the battery was fairly weak. In time the battery would only last MINUTES and it eventually turned off and won't turn back on. I strongly recommend not purchasing. The phone does indeed come with a 90-day warranty, but when I called to fix the issues I was told they only handle issues with IOS."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",19-Jan-17,1,One Star,The phone was defective. I could barely hear the caller.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",8-Jul-17,1,Fake,Don't even think about buying this it's fake a scam because I have bought on and it did not even have a phone in the box it was a ripoff
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",28-Nov-16,5,"Great product, cheap & new","Don't listen to the people who said that this iPhone doesn't work well or the case doesn't include chargers, it includes everything you need! *does not come with original apple box*"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",29-Dec-16,1,One Star,"Don't waste your money. Phone was scratched, and battery died at 22% and 33%. You can do better."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",5-Jun-17,1,Don't buy it! A waste of money,"Tha phone stopped working one month after buying it, Amazon just told me that I needed to contact Apple, as if they were to take care of a refurbished phone! Definetely don't buy this product, I should've ""listened"" the other reviews"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Feb-18,5,Perfect condition,"My phone arrived in new condition. Not a single blemish, scratch, or ding. Just perfect. And to add to my delight, it works without any signs of prior ownership. Great job."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",5-Jul-17,5,👌👌😭,I was scared after reading the reveiws after i bought the phone but i stayed hopeful and it has no scratches and works perfectly
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",7-Dec-17,1,"WiFi problems, it dose not ring when receiving calls ...","WiFi problems, it dose not ring when receiving calls, it also has some network connectivity issue as well, if your calling it will take you 20 seconds to connect or it drops,,, their website description sounds bulshit, the pruduct dose not match thier words."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",25-Mar-18,1,The phone is not unlocked,This phone is not unlocked. Its sad I am just getting a chance to open my package since June 2017. To my surprise the phone is not unlocked what do I do now Dealfinder
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",16-Jun-16,1,Cheap parts,"DO NOT buy certified refurbished, they'll rip you off of your money. After 3 months of having a normal functioning Iphone, the backlight of the screen has shut off. Although the phone is on, receiving calls, and making calls (via Siri), the phone is practically useless. Now, the warranty has expired and im left with -$500 to waste."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",19-Mar-18,4,But over all the phone is good. It didn't come with any apple product but ...,Phone arrived on time. Was able to set it up on straight talk with no problem. The camera is a little dark and fuzzy. But over all the phone is good. It didn't come with any apple product but it told us in the description it might not.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Oct-17,5,Five Stars,This vel phone is as good as new. Excellent transaction
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",18-Mar-17,5,My niece's first I phone.,"It showed weakness in charging in a first 3-4 weeks. After 5-6 weeks followed the instructions of customer's service and it didn't show any progress......Took it to Apple Store and after carefully observation confirmed that the device is chargeable. Thanks a lot guys!!!! I hope and wish, my niece, Alexie would LOVE HER 1st IPHONE!!!!"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",18-May-17,1,"Phone itself is good, no sight of wear","Phone itself is good, no sight of wear.The earphone is missing. The charger is the most ugly thing I've seen.* updateToo many problems using it. Changes my mind about refurbished phone.First it say unlock but it didn't work with my carrier.I always feel that the cover have been replaced and it was done in a improper way.it's finally broken today, after falling down from my bed, everything become glitch."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",28-Apr-17,5,Great product.,Ir is refurbished but to who really knows. It looks and works perfectly. Just as new. Great product.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",18-Sep-17,3,Three Stars,Product was good just found a problem with the screen.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",19-Apr-17,1,Dead died  done,**PLEASE do not BUY  these phones are garbage  Mother board problems!!!  Call me ohh you can’t my phone isGarbage!!!!!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",6-Jul-17,4,Good Buy,"Was scepticale because some of the reviews were bad, however, it is good."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",24-Feb-18,5,It was exactly like it was described,It was exactly like it was described. I just got it yesterday so this is an early product review. Will keep you updated if anything goes wrong.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",12-Dec-16,1,Defective iPhone was sent,Received this product and the phone did not turn on at all. Will be contacting them to return this product. I tried to charge it overnight and the iPhone is completely dead. Complete waste.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",16-Oct-17,5,GREAT BUY.,This is my 3rd iPhone and I love it. The only thing I'm adjusting to is the size. This 6 is larger than my 5s was. It was shipped immediately and I got it very quickly.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",5-Jun-17,5,Better than expected!,Better than expected! In great condition. Exactly as described. Thank you!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",5-Oct-17,1,mobile battery stopped charging in 2 months !!,"i bought this as a gift to my brother. this product sucks, just after 2 months the battery dead completely and doesn't charge at all. i felt like this seller just repaired the mobile for a temporary usage and just sold. How can they cheat customers and amazon should take an action on these kind of sellers. (even the mobile has lot of used marks on it and a thick cracked body above the headphone jack) seller should know that a refurbished mobile doesnt mean that it goes dead in 2 months !!"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",28-Jun-17,1,Pretty on the outside but it doesn't work,Phone is pretty but it doesn't work. Sim card reader is no good.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",12-Sep-17,4,Would recommend and would definitely make future purchases,"Made the switch from android to iPhone, I didn't know too much about them but the phone has worked flawlessly. The first time I let the phone completely die, I was afraid something was wrong. I could not get it to boot up as I could do with my android. Sending a message to the seller, a response was send quickly and with understanding. Would recommend and would definitely make future purchases."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",30-Oct-17,3,I purchased this phone for my daughter and as of ...,I purchased this phone for my daughter and as of today the phone has been glitching and the screen is freezing. She hasn’t been able to use it and that’s very disappointing
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",6-Aug-17,2,Everything was fine except for the fact that i was unable to ...,Everything was fine except for the fact that i was unable to use the phone unless it was plugged in and charging. It was an easy process to return the iphone and will try to purchase another item from the same supplier to see if it may have been just the one percent that does not work properly.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",18-Jun-17,1,"one day after guarentee on phone, it quit working ...","one day after guarentee on phone, it quit working and I can,t seem to get any kind of refund or return because I am one day late. They forgot to take in consideration Memorial Day"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",2-Jan-17,5,Good purchase,Purchased for my daughter.  After 2 months she has no complaints. Swapped out the sim card (we use Cricket Wireless) and good to go.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",15-Dec-17,5,Could not be happier with the purchase as well as shipment delivery,Phone is working perfectly and is exactly as advertised. Could not be happier with the purchase as well as shipment delivery. Would highly recommend for others. You just need to know ahead of time whether a GSM unlocked device works with your carrier or not.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",14-Jul-17,3,Other than that everything was fine.,Didn't come with a SIM card! Other than that everything was  fine.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",28-Mar-17,5,No complaints. Works perfect,Just got my phone last night. Looks brand new. Works great. No complaints. I have Walmart family mobile and I was concerned it wouldn't work ( also saw some bad reviews) but I popped my SIM card in and works perfectly.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",21-Oct-17,1,My phone was not unlocked,So I got this phone under the false pretense is that it is manufacture unlocked as it says so all on the items descriptionI switch Sim cards and it is not unlocked now I’m stuck with the $300 iPhone I cannot useUnless I switch carriers
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",6-Feb-18,2,but be prepared to buy a replacement battery like I did,"The phone, while cheap, does not function at the level of newly bought iphones, so the ""Amazon confirmed refurbish"" label isn't accurate. Coming from Japan, my phone had a shutter sound for pictures that cannot be turned off. Not only that but it also came with a battery that doesn't even last for an hour. All of the other hardware works well, but be prepared to buy a replacement battery like I did."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",9-Oct-17,1,Horrible Customer Service,"Phone stopped working a little after 3 months. Doesn't charge, nor does the volume work. Tried to get it replaced, didn't happen.Don't buy from these guys. Waste of time and money."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",28-Feb-18,1,dont order used phones,the phone was supposed to be unattached to a different person and when I went to register the phone with boost  the phone was not cleared and now Im stuck with the purchase unless you want to refund me. it is in the box wasted
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Apr-17,1,"Almost, but not quite","The phone arrived quickly and in great condition, everything seemed fine at first. A couple of days into use I realized that the mic did not work, which for me is a big problem because I take quick notes with the mic constantly. Also, the Bluetooth wouldn't work, no matter what type of troubleshooting we did. No mic + No bluetooth = returned phone.UPDATE: REDUCED MY RATING TO 1 STARI used the phone for another day or two while waiting for my new one to come in. The screen began fading off and on to the point that it couldn't be read. I did a hard shutdown, recharged it and started it back up again. After a couple of minutes the screen went back to normal, so I quickly erase all data from the phone and put it in the box for return."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",26-Aug-17,1,Maybe buy new instead,"It has been about 5 weeks since I bought this phone and already having issues.  When talking on the phone, people can't hear me always and I can hear them.  The mute button is not on. And then just the other day my phone was at 98% and then just went black. Had to master reset the phone."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",1-Apr-18,1,HORRIBLE PURCHASE! THE BATTERY FOR BOTH OF THE PHONES I ORDERED DIE WITHIN THE HOUR.,"Horrible purchase!!! I bought two of these phones and I regret it completely. The phones look nice, but don't work for longer than 45 minutes. The battery for both phones will be fully charged and then will die within the hour. DO NOT RECOMMEND."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",16-Jul-17,1,Do not buy,I want my money back! This phone is a complete waste of money! My daughter bought this phone for herself and 2 months later it completely dies on her. We took it to Apple but since it is made in Korea they are unable to fix it or give her a new phone. We want our money back!!!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",8-Feb-18,5,Good phone for the price.,Good phone for the price. In like new condition. Works very well with my T-Mobile service.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",1-Feb-18,1,It only charges for 5 minutes at a time and sucks up data time for some reason,This product does not work properly! It only charges for 5 minutes at a time and sucks up data time for some reason. Do NOT recommend. Gave one star because cant give zero DO NOT BUY from this supplier because they also do nothing about their damaged products once they sell it to you. You are stuck with garbage and hundreds of dollars out.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",3-Jan-17,5,Great phone,Phone works amazing. Like new. Works great on the WalMart plan.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",2-Apr-18,5,Five Stars,"perfect phone, my daughter loved and jail breaked so you can add phone service"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",14-Aug-17,5,Five Stars,phone has been great. Have not had any problems with it. Came exactly as described.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",16-Feb-16,4,Worth the dough!,"My daughter  lover it! It's her pride and joy! Looks  great and works even better! I recommend  you purchase protective case, very thin and slippery!"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",11-Apr-18,1,WORST PHONE EVER!,"DON""T DO IT!!Less than 90 days of use this phone useless.  It totally broke down, I have to buy a new phone.  I called the customer service line and they never returned my call.  DO NOT BUY FROM THIS VENDOR  No worth the cost savings.  I am spending money on a new phone.  NOT HAPPY AT ALL"
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",22-Feb-18,2,Do not recommend.,"This phone worked well at first, until I had to drive somewhere far and realized the GPS was completely broken.  It took me 2 hours to get somewhere that was 45 minutes away because the GPS couldn't register my movement, or process where I was.  It was a complete mess and I had 4 mental breakdowns.  Do not recommend."
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",4-Mar-18,5,Great product.,I purchased 4 iPhones for my kids and couldn’t be happier. No issues with activating the phones and they work beautfly. My kids are fully satisfied and I am a happy mom.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",8-May-17,5,Great service,Excellent packaging and product. I'm pleased with the product and seller. Wouldn't mind doing business again. Would definitely recommend to my friends.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",22-Sep-17,2,Two Stars,At first the phone worked great then it never stayed charged it constantly rebooted itself
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",28-Nov-17,1,Defective Screen,The phone worked for about a week and then started to not respond to my touch and then would act like another person was touching it. Unfortunately I had to return it as it was literally unusable.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",17-Oct-17,5,Wow!,Great buy phone was in brand new condition very happy w purchase!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",21-Jan-17,5,Excellent product,As described. Works flawlessly.
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",18-Mar-17,4,Amazing!,It's in perfect condition! Was honestly scared because of these far-fetched reviews but came on the correct day and long charger! Definitely worth the money!
"Apple iPhone 6 Unlocked Smartphone, 16 GB (Gold) ",29-Jan-18,2,You get what you pay for!,I had to mail back because the phone was Defective. The second phone was defective as well. Going to have to deal with defect because I can't keep going without a phone.
