TextTopic4_raw1,TextTopic4_raw2,TextTopic4_raw3,TextTopic4_raw4,TextTopic4_raw5,TextTopic4_raw6,TextTopic4_raw7,TextTopic4_raw8,TextTopic4_raw9,TextTopic4_raw10,TextTopic4_raw11,TextTopic4_raw12,TextTopic4_raw13,TextTopic4_raw14,TextTopic4_raw15,TextTopic4_raw16,TextTopic4_raw17,TextTopic4_raw18,TextTopic4_raw19,TextTopic4_raw20,TextTopic4_raw21,TextTopic4_raw22,TextTopic4_raw23,TextTopic4_raw24,TextTopic4_raw25,TextTopic4_raw26,TextTopic4_raw27,TextTopic4_raw28,TextTopic4_raw29,TextTopic4_raw30,TextTopic4_raw31,TextTopic4_1,TextTopic4_2,TextTopic4_3,TextTopic4_4,TextTopic4_5,TextTopic4_6,TextTopic4_7,TextTopic4_8,TextTopic4_9,TextTopic4_10,TextTopic4_11,TextTopic4_12,TextTopic4_13,TextTopic4_14,TextTopic4_15,TextTopic4_16,TextTopic4_17,TextTopic4_18,TextTopic4_19,TextTopic4_20,TextTopic4_21,TextTopic4_22,TextTopic4_23,TextTopic4_24,TextTopic4_25,TextTopic4_26,TextTopic4_27,TextTopic4_28,TextTopic4_29,TextTopic4_30,TextTopic4_31,_DOCUMENT_,F1,F2,F3,F4,F5,CLUSTER,DISTANCE
0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.008,0.023,0.010,0.035,0.000,0.016,-.015,0.011,0.005,0.099,0.010,0.000,0.015,0.021,-.006,0.004,0.032,0.010,-.004,-.015,0.012,0.025,-.024,-.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","September 1, 2017",4,Four Stars,Phone is but not holding the charge,3,0.4398630313
0.318,0.000,0.000,0.000,0.000,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.002,0.000,0.000,0.000,0.000,-.011,0.014,0.000,0.000,0.024,0.000,0.013,0.000,0.000,0.016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 29, 2017",3,Three Stars,Ok. Package came with one cable and sim key missing.,3,0.7831956944
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.178,0.045,-.041,0.021,0.000,0.019,0.044,0.000,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,345,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","September 26, 2017",5,Five Stars,Excelent cellphone!,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","January 17, 2018",5,Five Stars,Muy bueno,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.406,0.000,0.000,0.027,0.000,-.021,-.025,0.000,0.000,0.000,0.000,0.000,0.000,-.023,0.017,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","August 1, 2017",5,Five Stars,All great. Thanks,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.486,0.007,0.046,0.020,0.007,0.080,0.000,0.026,-.011,0.002,0.007,-.044,0.045,0.007,0.010,0.020,-.016,0.013,0.105,0.178,-.073,-.063,0.030,0.099,0.012,0.025,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,348,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 24, 2017",3,Works well for a few months,"When I first got the phone it worked perfectly.. however, I have not gotten it wet, have not dropped it and it appears to be in perfect condition... I've had it less than a year and now it randomly vibrates and exits out of anything I have open then just keeps vibrating. I have to turn it off and back on every time.. I think when I go to buy another phone which will probably be soon I definitely would not purchase this brand again.",3,0.7981425522
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,-.027,0.000,0.000,0.019,0.000,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 21, 2017",4,Four Stars,It's a lil different. Just gotta get use to it,3,0.4398630313
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","October 27, 2017",5,Five Stars,I would order another one,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.018,0.019,0.000,0.023,0.000,0.000,-.015,0.000,0.000,0.000,0.000,0.000,0.016,0.000,-.027,0.000,-.033,0.000,0.000,0.000,-.026,0.000,0.366,-.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,351,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","September 10, 2017",4,Four Stars,So far it's ok.,3,0.4398630313
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","October 26, 2017",5,Five Stars,Still using it,2,0.1591129213
0.000,0.000,0.000,0.469,0.000,0.000,0.225,-.024,-.015,0.000,0.000,0.000,0.000,0.042,0.030,0.000,0.036,0.039,0.000,-.014,0.016,0.000,0.024,-.039,0.000,0.011,0.025,-.019,-.054,0.000,0.000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 19, 2017",5,Fast and perfect,Extrmely great and fast!!!! Thabk you so much!!!! Recomend!!!,2,0.3777561459
0.000,0.000,0.000,0.000,0.000,0.000,0.192,0.000,-.014,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,-.011,0.000,-.013,0.000,0.051,0.000,-.011,0.000,0.010,0.000,-.017,0.000,0.000,0.022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","August 11, 2017",5,Five Stars,Great smartphone!,2,0.1591129213
0.000,0.000,0.000,0.000,0.242,0.000,0.000,0.000,0.008,0.014,-.030,0.000,0.209,0.223,0.029,0.000,0.014,0.038,0.014,0.031,-.007,0.158,0.010,-.001,-.008,-.016,-.018,-.015,0.033,-.010,-.019,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,355,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 2, 2017",5,Worth it,"Amazing product, especially for its price. My second BLU and I love it.",2,0.2458844987
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.027,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.000,-.029,0.020,0.044,0.000,0.000,-.037,-.037,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","September 27, 2017",5,Perfect!,Everything was great! Thank you,2,0.1591129213
0.000,0.089,0.334,0.866,0.087,0.000,0.018,0.033,0.130,0.023,-.009,0.085,0.006,0.006,0.037,0.108,-.024,0.040,0.000,0.201,0.031,0.111,0.008,0.010,-.001,-.051,0.015,0.049,-.015,0.051,0.113,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,357,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 9, 2017",3,"Good Device, but...","First of all, let me just start off by saying this is a really nice phone. The design is great, although very prone to fingerprint smudges. DO NOT GET FOOLED BY THE 3GB of RAM. You only get to use abut 1-2. When I have received 3GB RAM devices outside of BLU, 2.96-2.85 GB of RAM was available for the user to use. Horrible memory management on this phone, but it actually still runs smoothly. Also, this phone is missing quite a few important LTE bands, so it's not fully LTE although you will get good speeds in some places. Overall, I'd say this phone has a pretty elegant design, feels great in the hand, screen quality is spot on and nice, etc. Nothing other than RAM and LTE coverage to complain about. Improve those two and this is honestly one of the best devices I've used. Outside of the RAM, there is no difference between this and an iPhone 6+ (that's noticeable). Camera quality... I've seen better for the price or but it's still pretty good in good lighting!",3,0.9692588036
0.000,0.000,0.000,0.000,0.278,0.000,0.162,-.020,0.008,0.007,0.014,0.000,0.012,0.015,0.018,0.014,-.009,0.000,0.000,0.014,0.004,0.018,0.015,-.010,-.008,-.014,0.004,0.124,-.012,0.011,-.034,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,358,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 23, 2017",4,Four Stars,I was seriously impressed This phone is a great value for the money,3,0.4937598645
0.000,0.000,0.333,0.000,0.000,0.000,0.017,0.193,0.018,0.008,0.031,0.147,0.018,-.012,0.016,0.019,0.003,0.021,0.006,0.011,0.096,0.005,0.012,0.042,-.009,-.141,-.015,0.054,0.033,0.018,-.025,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","November 16, 2017",2,Really enjoyed this phone for the first couple of months,"Really enjoyed this phone for the first couple of months. Looks great, wasn't sluggish at all. But a couple of months in and my touchscreen glitches to the point where this is unusable. I'd be using my phone and the touchscreen will rapidly start pressing buttons I didn't touch. Shutting it off and turning it back on doesn't solve the issue and it has only increased in frequency. The only thing I can do is put the phone down and let it run its course until I can start using it again.",1,0.3799963645
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.012,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.371,0.000,0.000,0.017,0.000,0.000,0.000,0.025,-.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,360,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","October 3, 2017",4,Four Stars,Yes ir más what i expected,3,0.4398630313
0.000,0.000,0.000,0.323,0.000,0.000,0.028,-.010,0.006,0.008,0.007,-.023,0.221,0.001,0.316,0.004,0.030,0.023,0.000,-.003,0.008,-.005,0.020,-.021,0.008,0.004,0.013,0.001,-.031,-.004,-.025,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 3, 2017",5,BLU VIVO XL2,"This is an awesome, fast phone. I love it!",2,0.2428999177
0.000,0.000,0.000,0.000,0.269,0.000,0.011,0.012,0.382,0.009,-.009,0.000,0.004,-.008,0.042,0.004,0.018,0.026,0.000,0.019,0.004,-.017,0.003,-.001,-.003,0.016,-.007,-.001,0.001,-.070,-.036,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","August 14, 2017",5,Five Stars,Good phone for fair price,2,0.2676621339
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","August 7, 2017",4,Four Stars,its giving me trouble it cut off when I use it,3,0.4398630313
0.000,0.000,0.000,0.000,0.250,0.000,0.139,0.005,0.002,0.015,-.018,0.250,0.202,0.242,0.056,0.000,-.012,0.028,0.015,0.032,-.017,-.012,0.011,-.041,-.038,0.033,-.005,0.007,0.032,0.238,-.008,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,364,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 4, 2017",5,Great product great,Received today. Loving it so far. Great product great price,2,0.2522318665
0.000,0.000,0.000,0.000,0.289,0.000,0.012,0.013,0.411,0.009,-.010,0.000,0.004,-.008,0.045,0.004,0.019,0.028,0.000,0.020,0.005,-.018,0.004,-.002,-.003,0.018,-.007,-.001,0.001,-.076,-.039,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 25, 2017",5,Five Stars,This is really good phone compare with its price.,2,0.2843718294
0.000,0.000,0.000,0.000,0.000,0.000,0.189,0.000,-.014,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,-.011,0.000,-.013,0.000,0.000,0.000,-.011,0.000,0.010,0.000,-.017,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","September 7, 2017",5,Five Stars,It's a great experience.,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.000,0.000,0.023,0.000,-.033,0.287,0.000,0.000,-.018,0.000,0.000,0.000,-.020,-.004,0.000,0.000,-.032,0.000,-.024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 25, 2017",5,Five Stars,Great!! I'm so happy with it.,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.012,0.372,0.314,0.020,0.024,0.000,-.019,-.023,0.000,0.000,-.012,0.000,0.000,-.022,-.021,0.027,-.013,-.013,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 1, 2017",5,Five Stars,great. loving it,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.325,-.003,0.139,0.008,0.015,-.010,0.004,0.009,-.002,0.003,-.009,0.000,0.000,-.003,0.004,-.005,0.015,0.003,-.002,-.004,0.142,-.003,-.006,0.029,0.006,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,369,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 10, 2017",4,Four Stars,Great phone but prior versions had some better features,3,0.4398630313
0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.011,0.032,0.014,0.012,0.000,0.377,0.001,0.015,0.006,0.009,0.014,0.000,0.021,-.006,-.009,0.006,-.005,0.014,0.007,-.007,0.002,0.011,-.006,-.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","August 20, 2017",5,Five Stars,I love this phone..,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,-.030,-.046,0.206,0.018,-.009,0.000,0.230,0.453,0.000,0.000,-.017,-.025,0.018,-.007,-.009,0.000,-.015,-.001,-.013,0.018,-.010,0.016,-.016,0.040,0.004,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 3, 2017",5,Five Stars,Very good product i love it,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.010,-.006,0.156,0.008,0.015,0.000,0.021,0.007,0.009,0.004,-.009,0.008,0.000,0.006,0.004,-.005,0.003,0.011,-.002,0.004,0.004,0.010,-.007,0.031,0.007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 27, 2017",5,everything so good! my husband so lovely the,everything so good!my husband so lovely the phone,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.517,-.007,0.012,0.012,0.023,-.016,0.019,-.015,-.002,0.005,0.008,0.000,0.000,0.003,0.006,-.032,0.005,0.005,0.012,0.006,0.006,-.004,0.010,-.006,-.013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","August 20, 2017",5,Five Stars,Great phone,2,0.1591129213
0.000,0.000,0.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.239,0.015,0.000,0.000,0.000,0.000,0.000,0.000,-.009,0.000,0.000,-.017,0.017,0.009,-.010,-.010,0.000,0.015,0.000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 11, 2017",5,Five Stars,Easy to use andbeautifu design. Love it,2,0.5191725999
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","July 16, 2017",5,Five Stars,Extraordinario,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","June 12, 2017",5,Five Stars,thx,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.011,-.006,0.218,0.009,0.016,0.000,0.004,0.008,0.009,0.004,-.009,0.009,0.000,0.007,0.004,0.012,0.003,0.012,-.003,0.004,0.005,0.010,-.007,0.052,0.007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 25, 2017",5,Five Stars,Best phone I've had to date,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,-.013,0.000,0.000,0.000,0.021,0.000,0.000,0.028,0.389,0.033,0.000,0.018,-.024,-.017,0.019,0.000,-.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,378,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 17, 2017",5,JUST AMAZING,More than I expected. JUST AMAZING,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.380,0.000,0.000,0.000,0.017,0.024,0.000,0.000,0.023,0.000,0.000,0.015,-.026,0.031,0.217,-.029,0.000,-.046,-.053,0.000,0.000,0.039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,379,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 8, 2017",5,Five Stars,excellent.... I recommended 100%,2,0.1591129213
0.000,0.000,0.262,0.255,0.236,0.000,0.026,0.236,0.019,0.012,0.055,0.149,0.020,-.010,0.026,0.009,-.028,0.115,0.000,0.021,0.007,0.152,0.104,0.030,0.045,-.165,0.017,0.123,0.002,0.048,0.020,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,380,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","February 22, 2017",4,"My favorite so far, BUT........","Sooo,  This would be my most favorite Blu phone(out of 5) ever, got it on a lightning  deal for 99.00, but.....There is an issue with notification/ringtones not giving a sample sound when you select one.  To test it you have to have someone call or text you.  Blu would not acknowledge this in 3 complaints through amazon so I started a return and received a second phone, same problem, and returned that one.  4th time they said there is a software problem and they are working on it.I have had an issue with my call blocker app not functioning properly.My advise is whenever buying a phone for 100-150 expect some glitches.  For the money I think they are great. My Life XL functions great but it only has 16gb memory.  This phone has a great 32gb and accepted my 64gb sd card no problem  Fantastic.  If I can get this problem fixed, I would keep this phone for a long time.  If this problem does not get fixed, I will return this one, and go back to the life XL.I also previously complained on the lock screen  and lack of an app button to show all your apps of a previous model. That was not answered, but have found with this model it is their ""carefree"" launcher.  I switched to Nova launcher and am happy with that.",3,0.4696220402
0.000,0.000,0.117,0.561,0.000,0.000,0.009,0.028,0.016,0.004,0.012,-.005,0.007,-.011,0.016,0.156,0.064,0.021,0.000,0.002,0.044,0.039,0.000,-.043,0.012,-.025,0.038,-.021,-.038,0.155,-.022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,381,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 9, 2017",4,Definitely a good phone for only $150,"I've had this phone about a week and am pretty pleased so far.LIKES:--comes with Marshmallow--camera seems pretty good, includes native editing software--processing speed is fast--start screen is super handyDISLIKES:--battery life is not as long as I had hoped, still have to charge once a day--size is almost too big for my little hands (but I guess this would be a 'like' to some people)--the default launcher lacks the app drawer, I had to find a third party launcher to install",3,0.53650185
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.394,0.088,-.014,0.000,0.000,0.026,0.000,0.000,-.022,0.105,0.000,0.000,0.031,0.034,-.023,0.018,0.018,0.000,0.000,0.026,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,382,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 23, 2017",5,Five Stars,Works excellent.,2,0.1591129213
0.175,0.000,0.173,1.396,0.143,0.000,0.059,0.078,0.071,0.011,0.021,0.100,0.020,0.017,0.028,0.012,0.026,0.005,0.025,0.012,0.036,0.074,0.024,0.020,0.048,-.137,-.016,0.060,0.054,0.031,0.054,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 7, 2017",2,Premium Phone for $150??!!! How?!,"UPDATE: I had to return the original because it kept freezing and refusing to turn on and randomly restarting.  Now I have the replacement and it's doing the same thing!!!!!  I think there may some issue with the firmware when a smartwatch is connected over Bluetooth and a WiFi network is connected.  If you disable any of those things the phone works fine.  Beware those of you who intend to connect a smartwatch.Nobody needs to spend $400-$800 on a smartphone any more.  This is a NO COMPROMISE $150 phone.  Show me someone who needs more features and power than this phone has and I will show you a darn liar.  Not only does it have a terrific 5.5"" size screen with a curvature to the gorilla glass 3, but it has an IR blaster to control your home A/V system, great 4G and Wifi radios with crystal clear audio on both ends, and the battery lasts and lasts! Looks and feels like an expensive phone too.  Amazing value and it's American made too?  What more could you possibly ask for.  Great stuff BLU keep up the good work.  If Nougat gets rolled out on it, I might just soil myself.",1,1.1743245429
0.000,0.000,0.000,0.000,0.323,0.000,0.013,-.007,0.211,0.010,-.041,0.000,0.005,0.009,0.050,0.005,-.011,0.031,0.000,0.049,0.005,0.061,0.004,0.026,-.003,0.039,0.010,-.001,0.043,0.025,-.002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 20, 2017",4,Four Stars,Good cell phone for the price,3,0.5162160566
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 31, 2017",5,Five Stars,Soo Cool,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,-.012,-.022,0.253,0.000,0.000,0.000,-.017,0.036,0.000,0.000,-.026,0.000,0.000,-.010,0.000,0.000,0.000,0.000,-.020,0.013,0.000,0.000,-.024,0.063,0.028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","June 7, 2017",5,Five Stars,Was good thanks,2,0.1591129213
0.000,0.000,0.000,0.000,0.329,0.000,0.022,-.030,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.012,-.017,0.000,0.000,0.015,0.000,0.000,0.014,-.015,-.018,-.020,0.000,0.149,-.021,0.000,-.032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,387,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 31, 2017",5,Five Stars,Well worth the money!,2,0.3189294219
0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.010,0.030,0.013,0.024,0.000,0.020,-.020,-.002,0.006,0.008,-.004,0.000,0.419,0.007,-.008,0.005,0.018,0.013,-.006,0.007,0.016,0.010,-.006,-.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,388,"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 16, 2017",5,Five Stars,Nice phone,2,0.1591129213
